[23.01.2025 4:45:25] Протоколирование начато.
[23.01.2025 4:45:25] Создание новой базы данных
[23.01.2025 4:45:26] Загрузка данных из файла Excel.
[23.01.2025 4:45:26] Загружено животных: id 1, species Попугай, breed Ара
[24.01.2025 1:01:27] Добавлены покупатели: id 1558, name David Hall, age 23, address Каменск-Уральский
[24.01.2025 1:01:27] Добавлены покупатели: id 1559, name Ashlee Stephens, age 47, address Пермь
[24.01.2025 1:01:27] Добавлены покупатели: id 1560, name Lauren Smith, age 52, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1561, name Karen Holmes, age 41, address Архангельск
[24.01.2025 1:01:27] Добавлены покупатели: id 1562, name Jeanne Valencia, age 31, address Иваново
[24.01.2025 1:01:27] Добавлены покупатели: id 1563, name Jerry Jones, age 52, address Санкт-Петербург
[24.01.2025 1:01:27] Добавлены покупатели: id 1564, name Nicolas Vincent, age 34, address Благовещенск
[24.01.2025 1:01:27] Добавлены покупатели: id 1565, name Holly Baker, age 47, address Петрозаводск
[24.01.2025 1:01:27] Добавлены покупатели: id 1566, name Amanda Navarro, age 21, address Саратов
[24.01.2025 1:01:27] Добавлены покупатели: id 1567, name Christopher Riley, age 64, address Казань
[24.01.2025 1:01:27] Добавлены покупатели: id 1568, name Ryan Anderson, age 43, address Дербент
[24.01.2025 1:01:27] Добавлены покупатели: id 1569, name Peter Hale, age 57, address Старый Оскол
[24.01.2025 1:01:27] Добавлены покупатели: id 1570, name Marissa Benson, age 59, address Казань
[24.01.2025 1:01:27] Добавлены покупатели: id 1571, name Carol Murphy, age 28, address Энгельс
[24.01.2025 1:01:27] Добавлены покупатели: id 1572, name Rebecca Smith, age 47, address Волгоград
[24.01.2025 1:01:27] Добавлены покупатели: id 1573, name Dr. Kathryn Clay PhD, age 30, address Киров
[24.01.2025 1:01:27] Добавлены покупатели: id 1574, name Darius Phillips, age 61, address Балаково
[24.01.2025 1:01:27] Добавлены покупатели: id 1575, name Michael Ross, age 33, address Москва
[24.01.2025 1:01:27] Добавлены покупатели: id 1576, name Kenneth Holloway, age 23, address Смоленск
[24.01.2025 1:01:27] Добавлены покупатели: id 1577, name John Long, age 20, address Барнаул
[24.01.2025 1:01:27] Добавлены покупатели: id 1578, name Thomas Hart, age 34, address Саранск
[24.01.2025 1:01:27] Добавлены покупатели: id 1579, name Sharon Brock, age 45, address Новороссийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1580, name Scott Reyes, age 45, address Тюмень
[24.01.2025 1:01:27] Добавлены покупатели: id 1581, name Julie Frederick, age 47, address Курган
[24.01.2025 1:01:27] Добавлены покупатели: id 1582, name Kevin Hernandez, age 50, address Новосибирск
[24.01.2025 1:01:27] Добавлены покупатели: id 1583, name Crystal Miller, age 28, address Сызрань
[24.01.2025 1:01:27] Добавлены покупатели: id 1584, name Antonio Herrera, age 31, address Астрахань
[24.01.2025 1:01:27] Добавлены покупатели: id 1585, name Candace Williams, age 66, address Пермь
[24.01.2025 1:01:27] Добавлены покупатели: id 1586, name Jacqueline Johnson, age 67, address Ангарск
[24.01.2025 1:01:27] Добавлены покупатели: id 1587, name Thomas Stone, age 61, address Бийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1588, name Tracey Simmons, age 38, address Петрозаводск
[24.01.2025 1:01:27] Добавлены покупатели: id 1589, name John Russell, age 21, address Сызрань
[24.01.2025 1:01:27] Добавлены покупатели: id 1590, name James Gonzales MD, age 42, address Сыктывкар
[24.01.2025 1:01:27] Добавлены покупатели: id 1591, name Jeremy Parker, age 56, address Красноярск
[24.01.2025 1:01:27] Добавлены покупатели: id 1592, name Christopher Garcia, age 24, address Астрахань
[24.01.2025 1:01:27] Добавлены покупатели: id 1593, name Chelsea Burns, age 64, address Нижневартовск
[24.01.2025 1:01:27] Добавлены покупатели: id 1594, name Jessica White, age 22, address Орск
[24.01.2025 1:01:27] Добавлены покупатели: id 1595, name Daniel Lewis, age 46, address Энгельс
[24.01.2025 1:01:27] Добавлены покупатели: id 1596, name Vicki Jones, age 41, address Чита
[24.01.2025 1:01:27] Добавлены покупатели: id 1597, name Carolyn Duffy, age 32, address Норильск
[24.01.2025 1:01:27] Добавлены покупатели: id 1598, name Michael Walker, age 26, address Химки
[24.01.2025 1:01:27] Добавлены покупатели: id 1599, name Joseph Tucker, age 20, address Магнитогорск
[24.01.2025 1:01:27] Добавлены покупатели: id 1600, name Teresa Beck, age 27, address Новокузнецк
[24.01.2025 1:01:27] Добавлены покупатели: id 1601, name Donna Holmes, age 70, address Пенза
[24.01.2025 1:01:27] Добавлены покупатели: id 1602, name John Hayes, age 30, address Шахты
[24.01.2025 1:01:27] Добавлены покупатели: id 1603, name Angelica Soto, age 27, address Смоленск
[24.01.2025 1:01:27] Добавлены покупатели: id 1604, name Dr. Samuel King Jr., age 55, address Киров
[24.01.2025 1:01:27] Добавлены покупатели: id 1605, name Paul Chan, age 62, address Новосибирск
[24.01.2025 1:01:27] Добавлены покупатели: id 1606, name Clifford Hanna, age 65, address Санкт-Петербург
[24.01.2025 1:01:27] Добавлены покупатели: id 1607, name Andrew Brown, age 20, address Бийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1608, name Angela Rodriguez, age 38, address Курган
[24.01.2025 1:01:27] Добавлены покупатели: id 1609, name Kenneth Rodriguez, age 23, address Сургут
[24.01.2025 1:01:27] Добавлены покупатели: id 1610, name Eric Walters, age 55, address Москва
[24.01.2025 1:01:27] Добавлены покупатели: id 1611, name Lisa Perez, age 47, address Сургут
[24.01.2025 1:01:27] Добавлены покупатели: id 1612, name Daniel Robinson, age 58, address Абакан
[24.01.2025 1:01:27] Добавлены покупатели: id 1613, name Kristine Hall, age 37, address Каменск-Уральский
[24.01.2025 1:01:27] Добавлены покупатели: id 1614, name Stacey Francis, age 38, address Тюмень
[24.01.2025 1:01:27] Добавлены покупатели: id 1615, name Abigail Melton, age 58, address Саранск
[24.01.2025 1:01:27] Добавлены покупатели: id 1616, name Gilbert Jackson, age 52, address Балашов
[24.01.2025 1:01:27] Добавлены покупатели: id 1617, name Martha Day, age 55, address Кемерово
[24.01.2025 1:01:27] Добавлены покупатели: id 1618, name Natalie Hudson, age 61, address Балаково
[24.01.2025 1:01:27] Добавлены покупатели: id 1619, name Melissa Wilson, age 50, address Новосибирск
[24.01.2025 1:01:27] Добавлены покупатели: id 1620, name Mr. Hunter Duncan, age 43, address Сызрань
[24.01.2025 1:01:27] Добавлены покупатели: id 1621, name Kiara Lester, age 69, address Тамбов
[24.01.2025 1:01:27] Добавлены покупатели: id 1622, name Alicia Kim, age 39, address Махачкала
[24.01.2025 1:01:27] Добавлены покупатели: id 1623, name David Dunn, age 26, address Северодвинск
[24.01.2025 1:01:27] Добавлены покупатели: id 1624, name Dr. Teresa Hayden MD, age 59, address Дербент
[24.01.2025 1:01:27] Добавлены покупатели: id 1625, name Jessica David, age 21, address Казань
[24.01.2025 1:01:27] Добавлены покупатели: id 1626, name Ryan Calhoun III, age 18, address Кострома
[24.01.2025 1:01:27] Добавлены покупатели: id 1627, name Allison Wood, age 38, address Астрахань
[24.01.2025 1:01:27] Добавлены покупатели: id 1628, name Gloria Rogers, age 54, address Ярославль
[24.01.2025 1:01:27] Добавлены покупатели: id 1629, name Lori Ward, age 18, address Невинномысск
[24.01.2025 1:01:27] Добавлены покупатели: id 1630, name Brady Nichols, age 69, address Волгодонск
[24.01.2025 1:01:27] Добавлены покупатели: id 1631, name Jeffery Nguyen, age 21, address Хасавюрт
[24.01.2025 1:01:27] Добавлены покупатели: id 1632, name Eugene Smith, age 39, address Омск
[24.01.2025 1:01:27] Добавлены покупатели: id 1633, name Heather Keller, age 65, address Ульяновск
[24.01.2025 1:01:27] Добавлены покупатели: id 1634, name Christine Gray, age 52, address Курск
[24.01.2025 1:01:27] Добавлены покупатели: id 1635, name Micheal Knight, age 44, address Сыктывкар
[24.01.2025 1:01:27] Добавлены покупатели: id 1636, name Tiffany May, age 22, address Калининград
[24.01.2025 1:01:27] Добавлены покупатели: id 1637, name Ms. Tammy Wright DDS, age 30, address Владивосток
[24.01.2025 1:01:27] Добавлены покупатели: id 1638, name Valerie Fitzpatrick, age 65, address Благовещенск
[24.01.2025 1:01:27] Добавлены покупатели: id 1639, name John Simmons, age 31, address Казань
[24.01.2025 1:01:27] Добавлены покупатели: id 1640, name Kimberly Gonzales, age 19, address Кемерово
[24.01.2025 1:01:27] Добавлены покупатели: id 1641, name Stacey Roberts DVM, age 46, address Миасс
[24.01.2025 1:01:27] Добавлены покупатели: id 1642, name Austin Henderson, age 38, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1643, name Taylor Coleman, age 45, address Петропавловск-Камчатский
[24.01.2025 1:01:27] Добавлены покупатели: id 1644, name Tina Miranda, age 45, address Сочи
[24.01.2025 1:01:27] Добавлены покупатели: id 1645, name Emily Stokes, age 25, address Йошкар-Ола
[24.01.2025 1:01:27] Добавлены покупатели: id 1646, name Brandy Hensley, age 67, address Сургут
[24.01.2025 1:01:27] Добавлены покупатели: id 1647, name Gabriel Myers, age 62, address Невинномысск
[24.01.2025 1:01:27] Добавлены покупатели: id 1648, name Kelly Craig, age 58, address Волгодонск
[24.01.2025 1:01:27] Добавлены покупатели: id 1649, name Matthew Jones, age 56, address Псков
[24.01.2025 1:01:27] Добавлены покупатели: id 1650, name Erin Robinson, age 21, address Ярославль
[24.01.2025 1:01:27] Добавлены покупатели: id 1651, name Shannon Yates, age 46, address Псков
[24.01.2025 1:01:27] Добавлены покупатели: id 1652, name James Luna, age 56, address Пенза
[24.01.2025 1:01:27] Добавлены покупатели: id 1653, name Jeffrey Cochran, age 32, address Ростов-на-Дону
[24.01.2025 1:01:27] Добавлены покупатели: id 1654, name Trevor Carlson, age 57, address Ульяновск
[24.01.2025 1:01:27] Добавлены покупатели: id 1655, name Nicholas Mitchell, age 43, address Хасавюрт
[24.01.2025 1:01:27] Добавлены покупатели: id 1656, name Terry Kaiser, age 26, address Прокопьевск
[24.01.2025 1:01:27] Добавлены покупатели: id 1657, name Monique Fry, age 67, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1658, name Nicole Young, age 64, address Ставрополь
[24.01.2025 1:01:27] Добавлены покупатели: id 1659, name Zachary Cohen, age 50, address Нижневартовск
[24.01.2025 1:01:27] Добавлены покупатели: id 1660, name James Howe, age 37, address Ульяновск
[24.01.2025 1:01:27] Добавлены покупатели: id 1661, name Sherry Owens, age 70, address Нижний Тагил
[24.01.2025 1:01:27] Добавлены покупатели: id 1662, name Miguel Baker, age 52, address Сургут
[24.01.2025 1:01:27] Добавлены покупатели: id 1663, name Gregory Murray, age 37, address Ижевск
[24.01.2025 1:01:27] Добавлены покупатели: id 1664, name Charles Mendoza, age 68, address Мурманск
[24.01.2025 1:01:27] Добавлены покупатели: id 1665, name Steven Arnold, age 39, address Москва
[24.01.2025 1:01:27] Добавлены покупатели: id 1666, name Jessica Rice, age 52, address Белгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1667, name Michael Sweeney, age 53, address Пермь
[24.01.2025 1:01:27] Добавлены покупатели: id 1668, name Casey Brooks, age 41, address Краснодар
[24.01.2025 1:01:27] Добавлены покупатели: id 1669, name Michele Morales, age 44, address Кемерово
[24.01.2025 1:01:27] Добавлены покупатели: id 1670, name Philip Taylor, age 29, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1671, name Thomas Monroe, age 63, address Екатеринбург
[24.01.2025 1:01:27] Добавлены покупатели: id 1672, name Mark Brewer, age 25, address Барнаул
[24.01.2025 1:01:27] Добавлены покупатели: id 1673, name Debbie Ashley, age 66, address Норильск
[24.01.2025 1:01:27] Добавлены покупатели: id 1674, name Jessica Barnes, age 19, address Саратов
[24.01.2025 1:01:27] Добавлены покупатели: id 1675, name Marcus Barnes, age 50, address Владимир
[24.01.2025 1:01:27] Добавлены покупатели: id 1676, name Carrie Fields, age 25, address Казань
[24.01.2025 1:01:27] Добавлены покупатели: id 1677, name Travis Cochran, age 28, address Омск
[24.01.2025 1:01:27] Добавлены покупатели: id 1678, name Christina Riddle, age 38, address Тольятти
[24.01.2025 1:01:27] Добавлены покупатели: id 1679, name Alicia Landry, age 66, address Белгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1680, name Rhonda Fields, age 29, address Сургут
[24.01.2025 1:01:27] Добавлены покупатели: id 1681, name James Paul, age 25, address Обнинск
[24.01.2025 1:01:27] Добавлены покупатели: id 1682, name Nicholas House, age 67, address Набережные Челны
[24.01.2025 1:01:27] Добавлены покупатели: id 1683, name Eric Hoffman, age 38, address Красноярск
[24.01.2025 1:01:27] Добавлены покупатели: id 1684, name Lisa Jones, age 63, address Саратов
[24.01.2025 1:01:27] Добавлены покупатели: id 1685, name Alicia Hall, age 45, address Саранск
[24.01.2025 1:01:27] Добавлены покупатели: id 1686, name Ashley Daniels, age 51, address Нижний Тагил
[24.01.2025 1:01:27] Добавлены покупатели: id 1687, name Elizabeth Howard, age 34, address Тверь
[24.01.2025 1:01:27] Добавлены покупатели: id 1688, name Daniel Chase, age 22, address Норильск
[24.01.2025 1:01:27] Добавлены покупатели: id 1689, name Charles Haney, age 60, address Петропавловск-Камчатский
[24.01.2025 1:01:27] Добавлены покупатели: id 1690, name Daniel Murphy, age 45, address Пермь
[24.01.2025 1:01:27] Добавлены покупатели: id 1691, name Audrey Herrera, age 30, address Москва
[24.01.2025 1:01:27] Добавлены покупатели: id 1692, name Donald Beard, age 57, address Нижний Новгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1693, name Jasmine Hansen, age 40, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1694, name Frank Murray, age 18, address Тюмень
[24.01.2025 1:01:27] Добавлены покупатели: id 1695, name Mary Mata, age 38, address Сыктывкар
[24.01.2025 1:01:27] Добавлены покупатели: id 1696, name Mrs. Melissa Johnston DVM, age 28, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1697, name Lisa Blevins, age 59, address Невинномысск
[24.01.2025 1:01:27] Добавлены покупатели: id 1698, name Jenna Hill, age 33, address Нижний Тагил
[24.01.2025 1:01:27] Добавлены покупатели: id 1699, name Anna Cooper, age 54, address Петрозаводск
[24.01.2025 1:01:27] Добавлены покупатели: id 1700, name Lindsay Ball, age 55, address Магнитогорск
[24.01.2025 1:01:27] Добавлены покупатели: id 1701, name Ashley Smith, age 38, address Энгельс
[24.01.2025 1:01:27] Добавлены покупатели: id 1702, name Brian Little, age 41, address Благовещенск
[24.01.2025 1:01:27] Добавлены покупатели: id 1703, name Sarah Russell, age 44, address Пенза
[24.01.2025 1:01:27] Добавлены покупатели: id 1704, name Traci Jennings, age 19, address Дербент
[24.01.2025 1:01:27] Добавлены покупатели: id 1705, name Ashley Lewis, age 36, address Мурманск
[24.01.2025 1:01:27] Добавлены покупатели: id 1706, name Misty Ramirez, age 33, address Екатеринбург
[24.01.2025 1:01:27] Добавлены покупатели: id 1707, name Sheila Wilson, age 53, address Томск
[24.01.2025 1:01:27] Добавлены покупатели: id 1708, name David Harris, age 68, address Ноябрьск
[24.01.2025 1:01:27] Добавлены покупатели: id 1709, name Kathleen Pierce, age 56, address Орск
[24.01.2025 1:01:27] Добавлены покупатели: id 1710, name Mary Moreno, age 33, address Смоленск
[24.01.2025 1:01:27] Добавлены покупатели: id 1711, name Michelle Mason, age 48, address Сургут
[24.01.2025 1:01:27] Добавлены покупатели: id 1712, name Samantha Kim, age 58, address Рязань
[24.01.2025 1:01:27] Добавлены покупатели: id 1713, name Brittany Willis, age 38, address Улан-Удэ
[24.01.2025 1:01:27] Добавлены покупатели: id 1714, name Logan Young, age 26, address Тамбов
[24.01.2025 1:01:27] Добавлены покупатели: id 1715, name Robert Mclaughlin, age 23, address Прокопьевск
[24.01.2025 1:01:27] Добавлены покупатели: id 1716, name Manuel Zimmerman, age 65, address Астрахань
[24.01.2025 1:01:27] Добавлены покупатели: id 1717, name Rachel Moore, age 42, address Пенза
[24.01.2025 1:01:27] Добавлены покупатели: id 1718, name Jeffrey Scott, age 58, address Магнитогорск
[24.01.2025 1:01:27] Добавлены покупатели: id 1719, name Steven Chavez, age 48, address Хасавюрт
[24.01.2025 1:01:27] Добавлены покупатели: id 1720, name Thomas Phillips, age 68, address Прокопьевск
[24.01.2025 1:01:27] Добавлены покупатели: id 1721, name Angel Johnson, age 67, address Красноярск
[24.01.2025 1:01:27] Добавлены покупатели: id 1722, name Eric Clark, age 53, address Иркутск
[24.01.2025 1:01:27] Добавлены покупатели: id 1723, name Kelly Pearson, age 32, address Барнаул
[24.01.2025 1:01:27] Добавлены покупатели: id 1724, name Kara Cunningham, age 60, address Воронеж
[24.01.2025 1:01:27] Добавлены покупатели: id 1725, name Amy Harding, age 61, address Казань
[24.01.2025 1:01:27] Добавлены покупатели: id 1726, name David West, age 32, address Екатеринбург
[24.01.2025 1:01:27] Добавлены покупатели: id 1727, name Marcus Perry, age 70, address Уссурийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1728, name Emily Brown, age 40, address Саратов
[24.01.2025 1:01:27] Добавлены покупатели: id 1729, name Casey Cox, age 50, address Томск
[24.01.2025 1:01:27] Добавлены покупатели: id 1730, name Mr. Timothy Williams MD, age 54, address Томск
[24.01.2025 1:01:27] Добавлены покупатели: id 1731, name Yvette Wilson, age 60, address Нижневартовск
[24.01.2025 1:01:27] Добавлены покупатели: id 1732, name Matthew Morris, age 48, address Владивосток
[24.01.2025 1:01:27] Добавлены покупатели: id 1733, name Judy Thompson, age 22, address Чебоксары
[24.01.2025 1:01:27] Добавлены покупатели: id 1734, name Erin Ray, age 52, address Йошкар-Ола
[24.01.2025 1:01:27] Добавлены покупатели: id 1735, name David Matthews, age 55, address Петропавловск-Камчатский
[24.01.2025 1:01:27] Добавлены покупатели: id 1736, name Dustin Cain, age 68, address Махачкала
[24.01.2025 1:01:27] Добавлены покупатели: id 1737, name Summer Morris DVM, age 61, address Тюмень
[24.01.2025 1:01:27] Добавлены покупатели: id 1738, name Brian Cabrera, age 64, address Ноябрьск
[24.01.2025 1:01:27] Добавлены покупатели: id 1739, name Rachel Nolan, age 19, address Смоленск
[24.01.2025 1:01:27] Добавлены покупатели: id 1740, name Andrew Howard, age 59, address Ставрополь
[24.01.2025 1:01:27] Добавлены покупатели: id 1741, name Tyler Reilly, age 24, address Бийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1742, name Samantha Contreras, age 45, address Ярославль
[24.01.2025 1:01:27] Добавлены покупатели: id 1743, name Kyle Walters, age 27, address Ноябрьск
[24.01.2025 1:01:27] Добавлены покупатели: id 1744, name Christopher Dominguez, age 61, address Белгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1745, name Jerry Schneider, age 46, address Тамбов
[24.01.2025 1:01:27] Добавлены покупатели: id 1746, name Jonathan Andrews, age 69, address Магнитогорск
[24.01.2025 1:01:27] Добавлены покупатели: id 1747, name Laura Perez, age 24, address Бийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1748, name Brian Taylor, age 36, address Магнитогорск
[24.01.2025 1:01:27] Добавлены покупатели: id 1749, name Natalie Taylor, age 55, address Балашов
[24.01.2025 1:01:27] Добавлены покупатели: id 1750, name Ryan Leonard, age 35, address Ноябрьск
[24.01.2025 1:01:27] Добавлены покупатели: id 1751, name Wesley Khan, age 28, address Тольятти
[24.01.2025 1:01:27] Добавлены покупатели: id 1752, name Tammy Thompson, age 64, address Ноябрьск
[24.01.2025 1:01:27] Добавлены покупатели: id 1753, name John Robinson, age 20, address Пермь
[24.01.2025 1:01:27] Добавлены покупатели: id 1754, name Hannah Frazier, age 66, address Череповец
[24.01.2025 1:01:27] Добавлены покупатели: id 1755, name Kathleen Evans, age 47, address Ярославль
[24.01.2025 1:01:27] Добавлены покупатели: id 1756, name Joann Palmer, age 50, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1757, name Angela Logan, age 69, address Ульяновск
[24.01.2025 1:01:27] Добавлены покупатели: id 1758, name Calvin Gregory, age 29, address Дербент
[24.01.2025 1:01:27] Добавлены покупатели: id 1759, name Christopher Gonzalez, age 42, address Невинномысск
[24.01.2025 1:01:27] Добавлены покупатели: id 1760, name Richard Gilbert, age 53, address Уссурийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1761, name Teresa Bauer, age 59, address Абакан
[24.01.2025 1:01:27] Добавлены покупатели: id 1762, name Jeremy James, age 26, address Челябинск
[24.01.2025 1:01:27] Добавлены покупатели: id 1763, name Roger Johnson, age 66, address Ижевск
[24.01.2025 1:01:27] Добавлены покупатели: id 1764, name Cynthia Johnson, age 28, address Архангельск
[24.01.2025 1:01:27] Добавлены покупатели: id 1765, name Leah Barton, age 52, address Томск
[24.01.2025 1:01:27] Добавлены покупатели: id 1766, name Jessica Green, age 58, address Старый Оскол
[24.01.2025 1:01:27] Добавлены покупатели: id 1767, name Tiffany King, age 63, address Калуга
[24.01.2025 1:01:27] Добавлены покупатели: id 1768, name Mandy Johnston DDS, age 70, address Волжский
[24.01.2025 1:01:27] Добавлены покупатели: id 1769, name Elizabeth Henderson, age 63, address Волгодонск
[24.01.2025 1:01:27] Добавлены покупатели: id 1770, name John Ross, age 39, address Санкт-Петербург
[24.01.2025 1:01:27] Добавлены покупатели: id 1771, name Samuel Jones, age 45, address Ульяновск
[24.01.2025 1:01:27] Добавлены покупатели: id 1772, name Joseph Scott, age 55, address Прокопьевск
[24.01.2025 1:01:27] Добавлены покупатели: id 1773, name Zachary Peterson, age 20, address Ангарск
[24.01.2025 1:01:27] Добавлены покупатели: id 1774, name Alyssa Dickerson, age 30, address Петрозаводск
[24.01.2025 1:01:27] Добавлены покупатели: id 1775, name Jonathan Allison, age 28, address Нижний Новгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1776, name Adam Anderson, age 36, address Сочи
[24.01.2025 1:01:27] Добавлены покупатели: id 1777, name David Howard, age 26, address Северодвинск
[24.01.2025 1:01:27] Добавлены покупатели: id 1778, name Joe Lamb, age 48, address Махачкала
[24.01.2025 1:01:27] Добавлены покупатели: id 1779, name Margaret Griffin, age 18, address Балаково
[24.01.2025 1:01:27] Добавлены покупатели: id 1780, name Dustin Sanchez, age 52, address Уфа
[24.01.2025 1:01:27] Добавлены покупатели: id 1781, name Louis Phillips, age 63, address Нижний Новгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1782, name Michael Good, age 31, address Курск
[24.01.2025 1:01:27] Добавлены покупатели: id 1783, name Christopher Collins, age 56, address Белгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1784, name Matthew Dalton, age 27, address Каменск-Уральский
[24.01.2025 1:01:27] Добавлены покупатели: id 1785, name Breanna Mccarty, age 18, address Краснодар
[24.01.2025 1:01:27] Добавлены покупатели: id 1786, name Susan Wise, age 24, address Ставрополь
[24.01.2025 1:01:27] Добавлены покупатели: id 1787, name Tyler Escobar, age 26, address Петрозаводск
[24.01.2025 1:01:27] Добавлены покупатели: id 1788, name Shawn Chen, age 46, address Новокузнецк
[24.01.2025 1:01:27] Добавлены покупатели: id 1789, name Angelica Booker, age 21, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1790, name Lisa Arias, age 22, address Самара
[24.01.2025 1:01:27] Добавлены покупатели: id 1791, name Lisa Farmer, age 37, address Белгород
[24.01.2025 1:01:27] Добавлены покупатели: id 1792, name Gregory Rodgers, age 65, address Архангельск
[24.01.2025 1:01:27] Добавлены покупатели: id 1793, name Robert Rowe DVM, age 59, address Челябинск
[24.01.2025 1:01:27] Добавлены покупатели: id 1794, name Jordan Campbell, age 49, address Старый Оскол
[24.01.2025 1:01:27] Добавлены покупатели: id 1795, name Larry Williams, age 26, address Волгодонск
[24.01.2025 1:01:27] Добавлены покупатели: id 1796, name Laura Myers, age 28, address Кострома
[24.01.2025 1:01:27] Добавлены покупатели: id 1797, name Amanda Fernandez, age 20, address Обнинск
[24.01.2025 1:01:27] Добавлены покупатели: id 1798, name Thomas Ford, age 24, address Новороссийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1799, name Bradley Bird, age 70, address Калининград
[24.01.2025 1:01:27] Добавлены покупатели: id 1800, name April Mcmahon, age 34, address Владивосток
[24.01.2025 1:01:27] Добавлены покупатели: id 1801, name Natasha Fuentes, age 58, address Владивосток
[24.01.2025 1:01:27] Добавлены покупатели: id 1802, name Michael Estrada, age 67, address Ангарск
[24.01.2025 1:01:27] Добавлены покупатели: id 1803, name Seth Horn, age 68, address Волгоград
[24.01.2025 1:01:27] Добавлены покупатели: id 1804, name Jennifer Stephens, age 56, address Волгодонск
[24.01.2025 1:01:27] Добавлены покупатели: id 1805, name Dorothy Wells, age 50, address Киров
[24.01.2025 1:01:27] Добавлены покупатели: id 1806, name Kathleen Lee, age 30, address Рыбинск
[24.01.2025 1:01:27] Добавлены покупатели: id 1807, name Casey Murray, age 63, address Владивосток
[24.01.2025 1:01:27] Добавлены покупатели: id 1808, name Sandra Fischer, age 55, address Краснодар
[24.01.2025 1:01:27] Добавлены покупатели: id 1809, name Alan Miller, age 23, address Балаково
[24.01.2025 1:01:27] Добавлены покупатели: id 1810, name Matthew Brewer, age 22, address Волгодонск
[24.01.2025 1:01:27] Добавлены покупатели: id 1811, name Cheyenne Herrera, age 59, address Волгоград
[24.01.2025 1:01:27] Добавлены покупатели: id 1812, name Stephanie Nelson, age 39, address Уссурийск
[24.01.2025 1:01:27] Добавлены покупатели: id 1813, name James Day, age 46, address Воронеж
[24.01.2025 1:01:27] Добавлены покупатели: id 1814, name Paul Gibson, age 19, address Брянск
[24.01.2025 1:01:27] Добавлены покупатели: id 1815, name Ruth Brown, age 44, address Армавир
[24.01.2025 1:01:27] Добавлены покупатели: id 1816, name Christopher Williams, age 42, address Саратов
[24.01.2025 1:01:27] Добавлены покупатели: id 1817, name Dana Baker, age 53, address Казань
[24.01.2025 1:01:27] Добавлены покупатели: id 1818, name Alan Curry, age 42, address Иркутск
[24.01.2025 1:01:27] Добавлены покупатели: id 1819, name Jason Morton, age 48, address Владивосток
[24.01.2025 1:01:27] Добавлены покупатели: id 1820, name Emily Harris, age 37, address Барнаул
[24.01.2025 1:01:27] Добавлены покупатели: id 1821, name Michael Harris, age 42, address Чита
[24.01.2025 1:01:27] Добавлены покупатели: id 1822, name David Holt, age 34, address Санкт-Петербург
[24.01.2025 1:01:27] Добавлены покупатели: id 1823, name Lindsay Calderon, age 36, address Чита
[24.01.2025 1:01:27] Добавлены покупатели: id 1824, name Stephen Cameron, age 68, address Рязань
[24.01.2025 1:01:27] Добавлены покупатели: id 1825, name Travis Simpson, age 64, address Комсомольск-на-Амуре
[24.01.2025 1:01:27] Добавлены покупатели: id 1826, name Michael Davis, age 59, address Сочи
[24.01.2025 1:01:27] Добавлены покупатели: id 1827, name Ashley Brown, age 26, address Оренбург
[24.01.2025 1:01:27] Добавлены покупатели: id 1828, name Crystal Price, age 41, address Кемерово
[24.01.2025 1:01:27] Добавлены покупатели: id 1829, name Brad Sosa, age 67, address Нижний Тагил
[24.01.2025 1:01:27] Добавлены покупатели: id 1830, name Elizabeth Bauer, age 21, address Краснодар
[24.01.2025 1:01:27] Добавлены покупатели: id 1831, name Sarah Watkins, age 59, address Тюмень
[24.01.2025 1:01:27] Добавлены покупатели: id 1832, name Nicole Richmond, age 45, address Чебоксары
[24.01.2025 1:01:27] Добавлены покупатели: id 1833, name Dustin Gutierrez, age 31, address Киров
[24.01.2025 1:01:27] Добавлены покупатели: id 1834, name Shane Mitchell, age 38, address Пенза
[24.01.2025 1:01:27] Добавлены покупатели: id 1835, name Zachary Duncan, age 70, address Уфа
[24.01.2025 1:01:27] Добавлены покупатели: id 1836, name Melissa Bennett, age 19, address Таганрог
